date,Central bank liquidity swaps,"Commercial paper held by Commercial Paper Funding Facility LLC, book value (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 15 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 16 days to 90 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 91 days to 1 year (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, face value (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 15 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 16 days to 90 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 91 days to 1 year (Post 2020-04-14)",Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program) Maturing within 16 days to 90 days (Effective 2020-06-01),"Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Book Value (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing over 1 year to 5 years (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 15 days (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 91 days to 1 year (Effective 2020-06-01)",Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Bank Term Funding Program, net","Credit extended to American International Group, Inc., Net","Money Market Mutual Fund Liquidity Facility (Post 2020-03-18, Through 2022-04-20)",Other credit extensions,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),"Primary dealer credit facility (Post 2020-03-17, Through 2022-04-20)",Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,"Loans held by TALF II LLC (Book Value), (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing over 1 year to 5 years (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 15 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 16 days to 90 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 91 days to 1 year (Effective 2020-06-16)",Payroll Protection Program Liquidity Facility,"Municipal notes held by Municipal Liquidity Facility LLC, Book  Value (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing over 1 year to 5 years (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 15 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 16 days to 90 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 91 days to 1 year (Effective 2020-06-10)","Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14, Through 2022-06-29)",Net portfolio holdings of Commercial Paper Funding Facility LLC,"Net portfolio holdings of Corporate Credit Facility LLC (Post 2020-05-13, Through 2022-12-28)",Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Net portfolio holdings of MS Facilities 2020 LLC (Main Street Lending Program) (Effective 2020-06-01),Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26),Net portfolio holdings of TALF II LLC (Effective 2020-06-16),Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal"
2003-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,819,11039,0,6944,10909,24000,2200,0,10,0,242792,1610,13454,402422
2003-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,810,11039,0,9777,7326,22000,2200,0,10,0,242958,1621,13454,404669
2003-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,777,11039,0,8425,7834,33500,2200,0,10,0,243253,1634,13454,406173
2003-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,744,11039,0,10519,7828,23500,2200,0,10,0,243385,1680,13994,406173
2003-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,754,11039,0,10462,8221,29250,2200,0,0,0,243767,1676,13994,406173
2003-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,762,11039,0,11283,8581,25000,2200,0,0,0,244113,1672,13994,406173
2003-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,747,11039,0,11863,8937,36500,2200,0,0,0,244381,1668,13994,406173
2003-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,722,11039,0,9237,8920,43750,2200,0,0,0,244833,1665,13994,406173
2004-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,725,11039,0,12243,9382,24000,2200,0,0,0,244897,1655,13994,406173
2004-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,752,11039,0,8874,9854,24000,2200,0,0,0,244985,1646,13994,406173
2004-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,779,11039,0,13977,9715,42000,2200,0,0,0,245028,1636,13994,406173
2004-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,813,11039,0,12134,10099,23000,2200,0,0,0,245266,1626,13994,406173
2004-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,858,11038,0,10173,10236,23250,2200,0,0,0,245505,1620,13994,406173
2004-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,875,11038,0,8118,10725,18750,2200,0,0,0,245847,1616,13994,408394
2004-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,881,11038,0,13421,7255,23500,2200,0,0,0,246055,1612,13994,409124
2004-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,878,11038,0,8333,7598,20000,2200,0,0,0,246141,1608,13994,409784
2004-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649,867,11041,0,9386,7643,23750,2200,0,0,0,246240,1613,13994,409784
2004-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,857,11041,0,7038,8047,18750,2200,0,0,0,246372,1639,14464,410563
2004-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,846,11041,0,6801,8371,28750,2200,0,0,0,246469,1657,14464,410563
2004-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,834,11041,0,5588,8780,19750,2200,0,0,0,246469,1674,14464,411388
2004-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,836,11041,0,6730,8829,27500,2200,0,0,0,246539,1692,14464,411388
2004-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,844,11041,0,7145,9284,19750,2200,0,0,0,246729,1713,14464,411388
2004-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,834,11041,0,6801,9705,29700,2200,0,0,0,247132,1733,14464,411388
2004-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,831,11041,0,7872,9751,22750,2200,0,0,0,247332,1753,14464,411388
2004-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,816,11041,0,6437,10126,37500,2200,0,0,0,248757,1774,14464,411388
2004-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,799,11041,0,7955,10202,20000,2200,0,0,0,250163,1796,14464,411388
2004-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,777,11041,0,6703,10605,27250,2200,0,0,0,250163,1820,14464,411388
2004-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,757,11041,0,6609,7086,21250,2200,0,0,0,250230,1844,14464,413080
2004-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,741,11041,0,6496,7419,33750,2200,0,0,0,250439,1867,14464,413863
2004-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,718,11041,0,9517,7581,22500,2200,0,0,0,250472,1888,14464,414659
2004-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,726,11041,0,7285,7964,30250,2200,0,0,0,251908,1900,14464,415659
2004-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,744,11041,0,6798,8320,19000,2200,0,0,0,251922,1912,14464,416694
2004-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,754,11041,0,6449,8733,32000,2200,0,0,0,252094,1924,14464,416694
2004-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,744,11040,0,6744,8814,33500,2200,0,0,0,254295,1936,14464,416694
2004-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,712,11040,0,9586,9207,28000,2200,0,0,0,254776,1958,14464,416694
2004-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,710,11040,0,6730,9709,25500,2200,0,0,0,255178,2017,14862,418251
2004-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,725,11040,0,6384,9655,25500,2200,0,0,0,255248,2039,14862,420150
2004-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,735,11040,0,5628,10042,21500,2200,0,0,0,255248,2061,14862,421546
2004-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,740,11040,0,8333,10177,17000,2200,0,0,0,255248,2078,14862,421546
2004-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,750,11040,0,6034,10581,16000,2200,0,0,0,255248,2090,14862,421546
2004-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,754,11040,0,6192,6977,16500,2200,0,0,0,255254,2102,14862,422541
2004-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,764,11040,0,5994,7364,24500,2200,0,0,0,255322,2114,14862,422541
2004-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,777,11039,0,7663,7459,32500,2200,0,0,0,255330,2124,14862,422541
2004-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,770,11039,0,9567,7891,33000,2200,0,0,0,255348,2117,14862,422541
2004-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,770,11039,0,7175,8151,35500,2200,0,0,0,255389,2111,14862,423341
2004-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,773,11039,0,6200,8540,26500,2200,0,0,0,257053,2105,14862,424141
2004-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,777,11039,0,6682,8950,29500,2200,0,0,0,257079,2135,15262,424141
2004-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,764,11039,0,7582,9095,21000,2200,0,0,0,258849,2136,15262,425339
2004-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,748,11039,0,11128,9493,30250,2200,0,0,0,258878,2138,15262,425339
2004-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,758,11039,0,8551,9488,21250,2200,0,0,0,259078,2140,15262,426333
2004-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,767,11039,0,7469,9925,23750,2200,0,0,0,259201,2142,15262,430125
2004-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,779,11039,0,8748,10079,20250,2200,0,0,0,259393,2147,15262,431328
2004-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,772,11039,0,7907,10550,29500,2200,0,0,0,259720,2178,15683,431328
2004-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,756,11039,0,9110,7049,24000,2200,0,0,0,259739,2186,15683,432526
2004-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,739,11039,0,8061,7485,39000,2200,0,0,0,261190,2196,15683,432526
2004-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,703,11039,0,8912,7563,33750,2200,0,0,0,262477,2205,15683,432526
2004-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,710,11039,0,9204,7991,30500,2200,0,0,0,262733,2226,15683,436429
2004-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,723,11039,0,8303,8319,28750,2200,0,0,0,262861,2262,16108,436429
2004-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,722,11039,0,8902,8705,32000,2200,0,0,0,262861,2284,16108,436429
2004-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,717,11041,0,7122,9085,33000,2200,0,0,0,262970,2306,16108,436429
2005-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,719,11041,0,10602,9206,34500,2200,0,0,0,262970,2313,16108,436429
2005-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,737,11041,0,8807,9624,18250,2200,0,0,0,262970,2316,16108,436429
2005-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,751,11041,0,13810,9568,22500,2200,0,0,0,262970,2318,16108,436429
2005-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,785,11041,0,6954,9959,28750,2200,0,0,0,262970,2320,16108,436429
2005-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,806,11038,0,8904,10115,24250,2200,0,0,0,263005,2356,19108,433429
2005-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,831,11038,0,11633,10494,14500,2200,0,0,0,263005,2336,19108,433429
2005-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,828,11038,0,8894,7001,18500,2200,0,0,0,263005,2316,19108,433429
2005-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,810,11038,0,10806,7396,25250,2200,0,0,0,263005,2297,19108,433429
2005-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,793,11037,0,8802,7514,24250,2200,0,0,0,263005,2286,19108,433096
2005-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,773,11037,0,8407,7881,22000,2200,0,0,0,263005,2296,19108,433096
2005-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,746,11037,0,7596,8251,30250,2200,0,0,0,263005,2306,19108,433096
2005-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,730,11037,0,8699,8646,19250,2200,0,0,0,263005,2316,19108,433096
2005-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,713,11037,0,6465,9003,31750,2200,0,0,0,263005,2326,19108,433096
2005-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,720,11037,0,8117,9117,20000,2200,0,0,0,263005,2352,19108,432885
2005-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,725,11037,0,7910,9547,28250,2200,0,0,0,263005,2381,19108,432885
2005-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,716,11037,0,8387,9599,23750,2200,0,0,0,263005,2410,19108,432885
2005-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,710,11037,0,7549,10013,30750,2200,0,0,0,263005,2439,19108,434085
2005-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,688,11037,0,8580,10102,21500,2200,0,0,0,263005,2473,19108,434785
2005-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,675,11037,0,7295,10517,26000,2200,0,0,0,264263,2511,19108,435683
2005-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,656,11037,0,6282,7282,23750,2200,0,0,0,264288,2549,19108,435683
2005-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,633,11037,0,5971,7708,31000,2200,0,0,0,264515,2587,19108,436781
2005-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,602,11037,0,10480,7865,31500,2200,0,0,0,265015,2625,19108,438678
2005-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,612,11037,0,7874,8255,30500,2200,0,0,0,265015,2659,19108,438678
2005-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,629,11037,0,6369,8559,29000,2200,0,0,0,265015,2693,19108,438678
