date,Central bank liquidity swaps,Corporate Credit Facility LLC,Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Credit extended to American International Group, Inc., Net",Money Market Mutual Fund Liquidity Facility (Post 2020-03-18),Other credit extensions,Payroll Protection Program Liquidity Facility,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),Primary dealer credit facility (Post 2020-03-17),Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,Net portfolio holdings of Commercial Paper Funding Facility LLC,Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Foreign currency denominated assets,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14),"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal",Unamortized discounts on securities held outright,Unamortized premiums on securities held outright
2014-12-03,1,0,0,0,0,0,0,9,0,0,90,0,0,0,0,0,0,0,1681,0,21206,2260,1839,11037,0,96,0,23378,0,5200,0,38677,1729804,0,16444,98469,2346713,-18529,207816
2014-12-10,2,0,0,0,0,0,0,22,0,0,94,0,0,0,0,0,0,0,1681,0,21425,2263,1862,11037,0,80,0,26170,0,5200,0,38677,1729816,0,16379,98469,2346713,-18498,207473
2014-12-17,2,0,0,0,0,0,0,9,0,0,81,0,0,0,0,0,0,0,1678,0,21463,2264,1876,11037,0,101,0,27237,0,5200,0,38677,1741957,0,16314,98469,2346712,-18463,207632
2014-12-24,30,0,0,0,0,0,0,32,0,0,87,0,0,0,0,0,0,0,1678,0,21041,2265,1871,11037,0,126,0,29580,0,5200,0,38677,1747377,0,16239,98469,2346712,-18425,207466
2014-12-31,1528,0,0,0,0,0,0,79,0,0,67,0,0,0,0,0,0,0,1678,0,21071,2264,1873,11037,0,86,0,27463,0,5200,0,38677,1736832,0,16183,98469,2346712,-18394,206835
2015-01-07,1528,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,1678,0,20702,2260,1876,11037,0,167,0,30211,0,5200,0,38677,1736839,0,16043,98469,2346712,-18363,206465
2015-01-14,0,0,0,0,0,0,0,22,0,0,9,0,0,0,0,0,0,0,1680,0,20871,2260,1908,11037,0,161,0,33020,0,5200,0,38677,1751734,0,15904,98469,2346712,-18332,206747
2015-01-21,10,0,0,0,0,0,0,143,0,0,12,0,0,0,0,0,0,0,1680,0,20557,2262,1928,11037,0,243,0,32636,0,5200,0,37588,1750532,0,15764,98469,2346712,-18295,206458
2015-01-28,1,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0,0,1686,0,20302,2262,1951,11037,0,138,0,32912,0,5200,0,37588,1738672,0,15624,98469,2346712,-18258,205742
2015-02-04,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,1686,0,20396,2253,1955,11037,0,110,0,33634,0,5200,0,37588,1738680,0,15472,98469,2346711,-18227,205371
2015-02-11,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,1686,0,20084,2253,1957,11037,0,174,0,36384,0,5200,0,36877,1738696,0,15310,98469,2346711,-18196,205027
2015-02-18,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1686,0,20207,2254,1931,11037,0,184,0,21056,0,5200,0,36877,1749027,0,15148,98469,2346711,-18159,205218
2015-02-25,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,1686,0,20252,2252,1898,11037,0,192,0,20446,0,5200,0,36877,1740208,0,14987,98469,2346711,-18122,204622
2015-03-04,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,1686,0,19876,2247,1870,11037,0,210,0,22147,0,5200,0,36877,1740225,0,14849,98469,2346711,-18091,204251
2015-03-11,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1692,0,19226,2248,1860,11037,0,202,0,24905,0,5200,0,36877,1740252,0,14728,98469,2346711,-18061,203921
2015-03-18,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1692,0,19337,2248,1848,11037,0,352,0,25829,0,5200,0,36877,1745914,0,14608,98469,2346710,-18023,203778
2015-03-25,3,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,1692,0,19812,2248,1839,11037,0,182,0,25174,0,5200,0,36877,1731909,0,14487,98469,2346710,-17984,202935
2015-04-01,810,0,0,0,0,0,0,43,0,0,17,0,0,0,0,0,0,0,1691,0,19559,2241,1832,11037,0,110,0,26264,0,5200,0,36877,1731928,0,14400,98469,2346709,-17953,202565
2015-04-08,0,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,1691,0,19592,2242,1830,11037,0,98,0,28878,0,5200,0,36877,1731930,0,14515,98469,2346709,-17923,202242
2015-04-15,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,1694,0,19398,2243,1813,11037,0,96,0,29476,0,5200,0,35895,1734434,0,14629,98468,2346709,-17882,202119
2015-04-22,0,0,0,0,0,0,0,27,0,0,35,0,0,0,0,0,0,0,1694,0,19500,2245,1809,11037,0,80,0,31259,0,5200,0,35895,1737070,0,14743,98468,2346709,-17850,201775
2015-04-29,0,0,0,0,0,0,0,19,0,0,42,0,0,0,0,0,0,0,1689,0,20057,2244,1801,11037,0,59,0,31522,0,5200,0,35895,1718850,0,14858,98468,2346709,-17811,200860
2015-05-06,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,1686,0,20205,2239,1811,11037,0,64,0,32752,0,5200,0,35895,1718860,0,15005,98534,2346643,-17780,200492
2015-05-13,0,0,0,0,0,0,0,6,0,0,79,0,0,0,0,0,0,0,1697,0,20257,2239,1820,11037,0,63,0,35461,0,5200,0,35895,1743840,0,15157,98534,2346643,-17750,201011
2015-05-20,0,0,0,0,0,0,0,4,0,0,91,0,0,0,0,0,0,0,1697,0,19796,2241,1816,11037,0,81,0,21213,620,5200,0,35895,1737463,0,15309,98534,2346643,-17719,200464
2015-05-27,2,0,0,0,0,0,0,5,0,0,91,0,0,0,0,0,0,0,1697,0,19434,2241,1790,11037,0,93,0,21459,0,5200,0,35895,1722434,0,15462,98534,2346643,-17681,199646
2015-06-03,0,0,0,0,0,0,0,19,0,0,105,0,0,0,0,0,0,0,1700,0,19850,2237,1795,11037,0,80,0,22631,0,5200,0,35895,1722436,0,15572,98534,2346643,-17650,199276
2015-06-10,0,0,0,0,0,0,0,2,0,0,130,0,0,0,0,0,0,0,1696,0,19956,2240,1829,11037,0,82,0,25367,0,5200,0,35895,1722437,0,15626,98534,2346643,-17620,198952
2015-06-17,114,0,0,0,0,0,0,54,0,0,139,0,0,0,0,0,0,0,1696,0,19794,2243,1844,11037,0,89,0,26422,0,5200,0,35895,1740877,0,15681,98534,2346642,-17582,199138
2015-06-24,115,0,0,0,0,0,0,49,0,0,158,0,0,0,0,0,0,0,1696,0,19723,2243,1867,11037,0,72,0,28328,0,5200,0,35895,1746393,0,15735,98534,2346642,-17550,198918
2015-07-01,635,0,0,0,0,0,0,6,0,0,164,0,0,0,0,0,0,0,1696,0,19775,2236,1870,11037,0,91,0,26889,0,5200,0,35895,1732060,0,15800,98534,2346641,-17512,198111
2015-07-08,155,0,0,0,0,0,0,3,0,0,169,0,0,0,0,0,0,0,1698,0,19840,2240,1882,11037,0,68,0,29631,0,5200,0,35895,1732060,0,15931,98534,2346641,-17482,197786
2015-07-15,308,0,0,0,0,0,0,6,0,0,179,0,0,0,0,0,0,0,1698,0,19514,2241,1882,11037,0,77,0,30204,0,5200,0,35895,1743807,0,16063,98534,2346641,-17459,197777
2015-07-22,659,0,0,0,0,0,0,4,0,0,193,0,0,0,0,0,0,0,1698,0,19414,2241,1885,11037,0,57,0,32118,0,5200,0,35093,1749460,0,16194,98534,2346641,-17428,197502
2015-07-29,359,0,0,0,0,0,0,8,0,0,189,0,0,0,0,0,0,0,1701,0,19583,2242,1883,11037,0,244,0,32315,0,5200,0,35093,1734834,0,16326,98534,2346641,-17389,196679
2015-08-05,308,0,0,0,0,0,0,3,0,0,197,0,0,0,0,0,0,0,1702,0,19352,2235,1878,11037,0,223,0,33684,0,5200,0,35093,1734861,0,16429,98534,2346641,-17358,196311
2015-08-12,229,0,0,0,0,0,0,25,0,0,214,0,0,0,0,0,0,0,1702,0,19772,2235,1889,11037,0,205,0,36412,0,5200,0,35093,1734884,0,16519,98534,2346641,-17328,195988
2015-08-19,132,0,0,0,0,0,0,88,0,0,234,0,0,0,0,0,0,0,1701,0,19608,2236,1899,11037,0,314,0,21065,0,5200,0,35093,1748075,0,16610,98534,2346641,-17305,196046
2015-08-26,134,0,0,0,0,0,0,8,0,0,245,0,0,0,0,0,0,0,1699,0,20286,2237,1910,11037,0,290,0,20432,0,5200,0,35093,1736612,0,16701,98534,2346641,-17267,195313
2015-09-02,137,0,0,0,0,0,0,8,0,0,239,0,0,0,0,0,0,0,1703,0,20145,2233,1893,11037,0,309,0,21554,0,5200,0,35093,1736684,0,16767,98534,2346640,-17235,194945
2015-09-09,136,0,0,0,0,0,0,5,0,0,242,0,0,0,0,0,0,0,1703,0,19921,2234,1889,11037,0,411,0,24281,0,5200,0,35093,1736706,0,16769,98534,2346640,-17205,194617
2015-09-16,145,0,0,0,0,0,0,9,0,0,255,0,0,0,0,0,0,0,1702,0,20093,2235,1901,11037,0,287,0,25318,0,5200,0,35093,1745119,0,16770,98534,2346640,-17167,194636
2015-09-23,683,0,0,0,0,0,0,21,0,0,262,0,0,0,0,0,0,0,1702,0,19968,2238,1907,11037,0,307,0,27159,0,5200,0,35093,1752619,0,16772,98534,2346640,-17119,194460
2015-09-30,681,0,0,0,0,0,0,16,0,0,236,0,0,0,0,0,0,0,1703,0,20002,2241,1909,11037,0,396,0,25755,0,5200,0,35093,1741233,0,16774,98534,2346639,-17017,193677
2015-10-07,143,0,0,0,0,0,0,24,0,0,202,0,0,0,0,0,0,0,1703,0,20081,2233,1909,11037,0,560,0,28489,0,5200,0,35093,1741249,0,16737,98534,2346639,-16986,193338
2015-10-14,145,0,0,0,0,0,0,16,0,0,204,0,0,0,0,0,0,0,1705,0,20332,2234,1899,11037,0,689,0,31238,0,5200,0,35093,1756488,0,16700,98534,2346639,-16953,193504
2015-10-21,140,0,0,0,0,0,0,3,0,0,184,0,0,0,0,0,0,0,1705,0,20185,2235,1893,11037,0,568,0,30807,0,5200,0,34146,1755197,0,16663,98534,2346639,-16907,193143
2015-10-28,140,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,1716,0,19839,2236,1884,11037,0,459,0,31062,0,5200,0,34146,1744091,0,16626,98534,2346639,-16871,192433
2015-11-04,143,0,0,0,0,0,0,11,0,0,121,0,0,0,0,0,0,0,1713,0,19555,2231,1886,11037,0,452,0,32121,0,5200,0,34146,1744102,0,16587,98534,2346639,-16839,192064
2015-11-11,141,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,1713,0,19258,2231,1885,11037,0,686,0,34857,0,5200,0,34146,1744103,0,16545,98534,2346639,-16809,191733
2015-11-18,150,0,0,0,0,0,0,5,0,0,99,0,0,0,0,0,0,0,1713,0,19188,2232,1889,11037,0,452,0,21568,0,5200,0,32944,1753503,0,16503,98534,2346639,-16772,191836
2015-11-25,145,0,0,0,0,0,0,3,0,0,91,0,0,0,0,0,0,0,1715,0,19214,2233,1857,11037,0,548,0,21250,0,5200,0,32944,1744789,0,16455,98534,2346639,-16732,191166
2015-12-02,135,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,0,1716,0,19197,2227,1854,11037,0,373,0,22190,590,5200,0,32944,1744789,0,16428,98534,2346639,-16706,190849
2015-12-09,136,0,0,0,0,0,0,4,0,0,77,0,0,0,0,0,0,0,1715,0,19669,2229,1887,11037,0,366,0,24942,0,5200,0,32944,1744796,0,16416,98534,2346639,-16675,190518
2015-12-16,138,0,0,0,0,0,0,10,0,0,64,0,0,0,0,0,0,0,1716,0,19617,2232,1900,11037,0,299,0,25925,0,5200,0,32944,1753157,0,16405,98534,2346639,-16641,190418
2015-12-23,926,0,0,0,0,0,0,2,0,0,71,0,0,0,0,0,0,0,1715,0,19609,2234,1897,11037,0,193,0,27757,0,5200,0,32944,1757757,0,16393,98534,2346639,-16609,190224
2015-12-30,997,0,0,0,0,0,0,553,0,0,81,0,0,0,0,0,0,0,1717,0,19757,2244,1887,11037,0,153,0,28029,0,5200,0,32944,1747467,0,16381,98534,2346639,-16575,189539
2016-01-06,997,0,0,0,0,0,0,133,0,0,18,0,0,0,0,0,0,0,1717,0,19667,2235,1893,11037,0,181,0,28984,0,5200,0,32944,1747467,0,16333,98534,2346639,-16544,189170
2016-01-13,118,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,1718,0,19785,2236,1922,11037,0,147,0,31731,0,5200,0,32944,1760602,0,16278,98534,2346639,-16514,189290
2016-01-20,125,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,1717,0,19949,2237,1950,11037,0,227,0,31322,0,5200,0,31318,1750275,0,16223,98534,2346639,-16477,188545
2016-01-27,102,0,0,0,0,0,0,111,0,0,14,0,0,0,0,0,0,0,1722,0,19734,2238,1971,11037,0,195,0,31600,0,5200,0,31318,1744179,0,16168,98534,2346639,-16437,188025
2016-02-03,91,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,1722,0,20001,2230,1999,11037,0,191,0,33002,0,5200,0,31318,1744179,0,16097,98534,2346639,-16411,187656
2016-02-10,91,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1722,0,20458,2231,2006,11037,0,172,0,35741,0,5200,0,31318,1744180,0,16002,98534,2346639,-16380,187319
2016-02-17,98,0,0,0,0,0,0,63,0,0,10,0,0,0,0,0,0,0,1721,0,20360,2231,1995,11037,0,191,0,20450,0,5200,0,31318,1756771,0,15907,98534,2346639,-16365,187468
2016-02-24,89,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1722,0,20436,2229,1970,11037,0,141,0,22451,0,5200,0,31318,1760918,0,15813,98534,2346865,-16333,187387
2016-03-02,88,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1722,0,20143,2225,1938,11037,0,184,0,21335,0,5200,0,31318,1751829,0,15753,100880,2344518,-16437,186743
2016-03-09,95,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,1722,0,20310,2225,1930,11037,0,147,0,24055,0,5200,0,31318,1751830,0,15797,100880,2344518,-16406,186413
2016-03-16,76,0,0,0,0,0,0,22,0,0,15,0,0,0,0,0,0,0,1722,0,20323,2227,1917,11037,0,150,0,25064,0,5200,0,29257,1758082,0,15841,100880,2344518,-16367,186371
2016-03-23,53,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,1722,0,20508,2227,1896,11037,0,148,0,26686,0,5200,0,29257,1762933,0,15884,100880,2344518,-16335,186225
2016-03-30,48,0,0,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,1722,0,20681,2226,1876,11037,0,142,0,26956,0,5200,0,29257,1753082,0,15928,100880,2344518,-16301,185557
2016-04-06,146,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1722,0,21015,2220,1873,11037,0,168,0,28041,0,5200,0,29257,1753087,0,15946,103501,2341898,-16349,185271
2016-04-13,45,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,1722,0,20884,2222,1874,11037,0,169,0,30749,0,5200,0,29257,1766123,0,15969,103501,2341898,-16318,185357
2016-04-20,33,0,0,0,0,0,0,9,0,0,54,0,0,0,0,0,0,0,1722,0,20915,2222,1877,11037,0,148,0,30308,0,5200,0,27096,1759617,0,15965,103134,2342292,-16284,184786
2016-04-27,0,0,0,0,0,0,0,15,0,0,56,0,0,0,0,0,0,0,1714,0,20772,2222,1867,11037,0,182,0,30557,0,5200,0,27096,1744826,0,15987,103134,2342292,-16082,183791
2016-05-04,1200,0,0,0,0,0,0,6,0,0,53,0,0,0,0,0,0,0,1714,0,21276,2219,1870,11037,0,150,0,31785,0,5200,0,27096,1744827,0,16063,103134,2342292,-16082,183430
2016-05-11,0,0,0,0,0,0,0,4,0,0,64,0,0,0,0,0,0,0,1713,0,21120,2219,1877,11037,0,135,0,34463,0,5200,0,27096,1744827,0,16179,103134,2342292,-16051,183103
2016-05-18,1006,0,0,0,0,0,0,6,0,0,69,0,0,0,0,0,0,0,1713,0,20844,2220,1858,11037,0,179,0,21104,0,5200,0,25096,1754733,0,16295,103134,2342292,-16135,183091
2016-05-25,1006,0,0,0,0,0,0,37,0,0,83,0,0,0,0,0,0,0,1713,0,20667,2220,1837,11037,0,144,0,20442,610,5200,0,25096,1743074,0,16411,103134,2342092,-16089,182397
2016-06-01,801,0,0,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,1713,0,20730,2214,1828,11037,0,240,0,21556,0,5200,0,25096,1743076,0,16536,105939,2339286,-16059,182112
2016-06-08,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,0,0,0,1713,0,21217,2214,1839,11037,0,166,0,24228,0,5200,0,25096,1743081,0,16671,105939,2339286,-16028,181790
2016-06-15,6,0,0,0,0,0,0,23,0,0,99,0,0,0,0,0,0,0,1713,0,21107,2217,1844,11037,0,164,0,25208,0,5200,0,25096,1751324,0,16807,105939,2339286,-15991,181739
2016-06-22,0,0,0,0,0,0,0,22,0,0,122,0,0,0,0,0,0,0,1713,0,21269,2218,1863,11037,0,171,0,26946,0,5200,0,25096,1758508,0,16942,105939,2339286,-15958,181634
2016-06-29,2,0,0,0,0,0,0,27,0,0,129,0,0,0,0,0,0,0,1712,0,21247,2220,1853,11037,0,137,0,27070,0,5200,0,25096,1743541,0,17077,105939,2339286,-15910,180818
2016-07-06,2994,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,1712,0,21344,2212,1841,11037,0,282,0,28229,0,5200,0,25096,1743541,0,17202,106669,2338557,-15924,180466
2016-07-13,2220,0,0,0,0,0,0,123,0,0,166,0,0,0,0,0,0,0,1712,0,21118,2212,1868,11037,0,229,0,30886,0,5200,0,25096,1743541,0,17316,106669,2338557,-15893,180146
2016-07-20,185,0,0,0,0,0,0,15,0,0,185,0,0,0,0,0,0,0,1713,0,20789,2214,1896,11037,0,240,0,30488,0,5200,0,22492,1757254,0,16852,103596,2342204,-15786,180399
2016-07-27,180,0,0,0,0,0,0,103,0,0,194,0,0,0,0,0,0,0,1702,0,20851,2214,1899,11037,0,225,0,30735,0,5200,0,22492,1741091,0,16963,103596,2342204,-15744,179557
2016-08-03,930,0,0,0,0,0,0,2,0,0,184,0,0,0,0,0,0,0,1705,0,21426,2210,1900,11037,0,210,0,32054,0,5200,0,22492,1741104,0,17065,103596,2342204,-15730,179205
2016-08-10,575,0,0,0,0,0,0,1,0,0,199,0,0,0,0,0,0,0,1707,0,21432,2210,1912,11037,0,225,0,34689,0,5200,0,22492,1741109,0,17156,103596,2342204,-15699,178885
2016-08-17,105,0,0,0,0,0,0,3,0,0,208,0,0,0,0,0,0,0,1707,0,21627,2211,1930,11037,0,221,0,19481,0,5200,0,22492,1753354,0,17247,103596,2342604,-15677,179130
2016-08-24,22,0,0,0,0,0,0,15,0,0,213,0,0,0,0,0,0,0,1707,0,21595,2213,1935,11037,0,206,0,21184,0,5200,0,22492,1759020,0,17338,103596,2342604,-15643,179107
2016-08-31,1351,0,0,0,0,0,0,1,0,0,206,0,0,0,0,0,0,0,1707,0,21228,2212,1931,11037,0,218,0,19990,0,5200,0,22492,1743982,0,17445,104553,2341647,-15615,178323
2016-09-07,350,0,0,0,0,0,0,5,0,0,183,0,0,0,0,0,0,0,1707,0,21463,2204,1919,11037,0,220,0,22641,0,5200,0,22492,1743984,0,17399,104553,2341647,-15583,177973
2016-09-14,6,0,0,0,0,0,0,15,0,0,199,0,0,0,0,0,0,0,1707,0,21444,2204,1925,11037,0,213,0,25293,0,5200,0,22492,1763473,0,17352,104553,2341647,-15551,178425
2016-09-21,2,0,0,0,0,0,0,20,0,0,209,0,0,0,0,0,0,0,1707,0,21483,2205,1927,11037,0,67,0,25286,0,5200,0,20492,1757343,0,17306,104553,2341647,-15513,178060
2016-09-28,291,0,0,0,0,0,0,23,0,0,220,0,0,0,0,0,0,0,1707,0,21525,2206,1927,11037,0,54,0,25372,0,5200,0,20492,1736875,0,17260,104553,2341647,-15477,177089
2016-10-05,7003,0,0,0,0,0,0,3,0,0,170,0,0,0,0,0,0,0,1708,0,21255,2201,1922,11037,0,61,0,26713,0,5200,0,20492,1736877,0,17273,105224,2340976,-15448,176741
2016-10-12,3220,0,0,0,0,0,0,10,0,0,141,0,0,0,0,0,0,0,1709,0,20974,2201,1901,11037,0,104,0,29320,0,5200,0,20492,1736877,0,17297,105224,2340976,-15417,176434
2016-10-19,180,0,0,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,1709,0,21023,2203,1898,11037,0,76,0,29860,0,5200,0,18493,1750733,0,17320,105224,2340976,-15379,176735
2016-10-26,3541,0,0,0,0,0,0,2,0,0,74,0,0,0,0,0,0,0,1705,0,20871,2202,1895,11037,0,62,0,29145,0,5200,0,18493,1735841,0,17344,105224,2340976,-15343,176056
2016-11-02,1015,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,1708,0,21307,2199,1884,11037,0,75,0,30288,0,5200,0,18493,1735847,0,17385,105526,2340674,-15294,175708
2016-11-09,1000,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1708,0,20875,2200,1878,11037,0,105,0,32918,0,5200,0,18493,1735848,0,17454,105526,2340674,-15263,175402
2016-11-16,971,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,1708,0,20245,2204,1866,11037,0,77,0,20013,0,5200,0,18493,1747791,0,17522,105526,2340674,-15258,175535
2016-11-23,201,0,0,0,0,0,0,16,0,0,31,0,0,0,0,0,0,0,1700,0,19834,2204,1830,11037,0,63,0,21924,0,5200,0,18493,1759036,0,17601,105526,2340674,-15218,175630
2016-11-30,1340,0,0,0,0,0,0,10,0,0,29,0,0,0,0,0,0,0,1707,0,19738,2210,1829,11037,0,57,0,20571,0,5200,0,18493,1740674,0,17661,106697,2339503,-15229,174779
2016-12-07,1329,0,0,0,0,0,0,55,0,0,24,0,0,0,0,0,0,0,1707,0,19982,2199,1849,11037,0,77,0,23181,59,5200,0,18493,1740677,0,17696,106697,2339103,-15197,174450
2016-12-14,1476,0,0,0,0,0,0,26,0,0,24,0,0,0,0,0,0,0,1708,0,19759,2200,1870,11037,0,74,0,25848,0,5200,0,18493,1760415,0,17731,106697,2339103,-15165,174478
2016-12-21,4743,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,1707,0,19318,2204,1872,11037,0,66,0,25834,0,5200,0,16180,1758481,0,17766,106697,2339103,-15127,173967
2016-12-28,4826,0,0,0,0,0,0,17,0,0,31,0,0,0,0,0,0,0,1707,0,19288,2210,1874,11037,0,94,0,25983,0,5200,0,16180,1741387,0,17801,106697,2339103,-15092,173109
2017-01-04,5563,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,1707,0,19401,2202,1875,11037,0,168,0,27041,0,5200,0,16180,1741391,0,17791,106697,2339103,-15083,172789
2017-01-11,2626,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1704,0,19505,2203,1890,11037,0,98,0,29651,0,5200,0,16180,1741398,0,17748,106697,2339103,-15054,172520
2017-01-18,615,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,0,0,1705,0,19907,2204,1911,11037,0,115,0,30277,0,5200,0,16180,1750940,0,17192,104106,2342206,-15102,172216
2017-01-25,465,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1707,0,19958,2205,1938,11037,0,81,0,29573,0,5200,0,16180,1744594,0,17149,104106,2342206,-15071,171505
2017-02-01,392,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1705,0,19996,2197,1951,11037,0,82,0,30935,0,5200,0,16180,1744636,0,17114,104930,2341382,-15070,171203
2017-02-08,265,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1705,0,20056,2199,1961,11037,0,81,0,33573,0,5200,0,16180,1744642,0,17124,104930,2341382,-15040,170931
2017-02-15,236,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,1705,0,19756,2199,1970,11037,0,106,0,18566,0,5200,0,14829,1759700,0,17133,104930,2341382,-15061,170972
2017-02-22,143,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1705,0,19761,2202,1967,11037,0,127,0,20137,0,5200,0,13329,1773621,0,17144,104930,2341382,-15031,171046
2017-03-01,1132,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1705,0,19755,2196,1942,11037,0,79,0,19585,0,5200,0,13329,1763186,0,17175,105901,2340411,-15052,170434
2017-03-08,491,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,1704,0,19670,2197,1934,11037,0,66,0,22209,0,5200,0,13329,1763191,0,17337,105901,2340411,-15025,170171
2017-03-15,917,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,1707,0,19756,2197,1929,11037,0,62,0,23312,0,5200,0,13329,1771184,0,17499,105901,2340411,-15004,170126
2017-03-22,1019,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1707,0,20205,2199,1921,11037,0,49,0,24898,0,5200,0,13329,1777645,0,17661,105901,2340411,-14976,170019
2017-03-29,1007,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1707,0,20158,2200,1912,11037,0,65,0,24984,0,5200,0,13329,1769118,0,17823,105901,2340611,-14948,169503
2017-04-05,5075,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1718,0,20042,2199,1908,11037,0,72,0,26216,0,5200,0,13329,1769122,0,17942,107233,2339280,-14966,169214
2017-04-12,45,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,1,0,1708,0,20115,2198,1899,11037,0,90,0,28860,0,5200,0,13329,1781091,0,18034,107233,2339280,-14941,169292
2017-04-19,35,0,0,0,0,0,0,43,0,0,30,0,0,0,0,0,1,0,1708,0,20258,2199,1888,11037,0,102,0,29433,0,5200,0,11829,1776917,0,18095,106803,2339740,-14909,168863
2017-04-26,80,0,0,0,0,0,0,11,0,0,32,0,0,0,0,0,1,0,1709,0,20248,2199,1883,11037,0,84,0,28669,0,5200,0,11829,1769013,0,18187,106803,2339740,-14869,168285
2017-05-03,35,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,1,0,1709,0,20239,2199,1878,11037,0,113,0,30005,0,5200,0,11829,1769015,0,18249,106803,2339740,-14860,167992
2017-05-10,35,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,1709,0,20064,2196,1860,11037,0,62,0,32630,62,5200,0,11829,1769016,0,18272,106803,2339740,-14830,167731
2017-05-17,36,0,0,0,0,0,0,23,0,0,44,0,0,0,0,0,0,0,1709,0,20538,2198,1835,11037,0,59,0,19890,0,5200,0,8834,1778109,0,18295,106803,2339540,-14879,167838
2017-05-24,41,0,0,0,0,0,0,11,0,0,47,0,0,0,0,0,0,0,1710,0,20541,2199,1820,11037,0,60,0,21450,62,5200,0,8834,1780383,0,18317,106803,2339540,-14849,167646
